SourceID,Publisher,Title,Revision,Publication date,Access date,Source class,Source note,Citation role,URL,Locator,Applicable grades,Access state,Access note,SHA256
R-EXTRUDR-durapro-abs-cf-TDS-en,Extrudr,TECHNICAL DATA SHEET DURAPRO ABS CF,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/durapro-abs-cf-TDS-en.pdf,Document / product page,G029-03,retrieved,Not applicable,63a7b4a4d35c7847e10696ac90121f3088c9e15cb0c1142362a94fa7d8d03c4b
R-EXTRUDR-durapro-pc-pbt-TDS-en,Extrudr,TECHNICAL DATA SHEET DURAPRO PC-PBT,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/durapro-pc-pbt-TDS-en.pdf,Document / product page,G095-02,retrieved,Not applicable,65a9cb7454c2fa736d12e6c42dafd01f2f690c4cbcbaf341333a8fe93eb12e52
R-EXTRUDR-pla-tough-TDS-en,Extrudr,TECHNICAL DATA SHEET PLA TOUGH,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/pla-tough-TDS-en.pdf,Document / product page,G001-32,retrieved,Not applicable,68f89e76172154fb835cd63c035e4a3358a8064d6b7513d557043c3f26b8244c
R-EXTRUDR-pla-nx2-matt-TDS-en,Extrudr,TECHNICAL DATA SHEET PLA NX2 MATT,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/pla-nx2-matt-TDS-en.pdf,Document / product page,G001-33,retrieved,Not applicable,6e1041a9ba00eb07344b4b8a42114e9b949bed5571daf78259285cd11363e584
R-EXTRUDR-pla-basic-TDS-en,Extrudr,TECHNICAL DATA SHEET PLA BASIC,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/pla-basic-TDS-en.pdf,Document / product page,G001-34,retrieved,Not applicable,7735261c0f52eb0b3f11fdeaa07c6d343e1d4c233e1dae1def1b5fd7e472bfbe
R-EXTRUDR-durapro-abs-TDS-en,Extrudr,TECHNICAL DATA SHEET DURAPRO ABS,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/durapro-abs-TDS-en.pdf,Document / product page,G027-11,retrieved,Not applicable,7e8a63da3d9a732b4d8e3e405b0b7cb8488ed7176a31e8f0f83010f3bf54f88e
R-EXTRUDR-durapro-pc-fr-v0-TDS-en,Extrudr,TECHNICAL DATA SHEET DURAPRO PC FR V0,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/durapro-pc-fr-v0-TDS-en.pdf,Document / product page,G035-11,retrieved,Not applicable,a92cfa0deb76ae3b041db7c707c2580e7725bcbccf711324ad89e401a725b925
R-EXTRUDR-pla-hs-TDS-en,Extrudr,TECHNICAL DATA SHEET PLA HIGH-SPEED,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/pla-hs-TDS-en.pdf,Document / product page,G001-35,retrieved,Not applicable,b501d66ef3fae4cadedfcbb467f26f0eff0f11512546a1e604ef15b2e35c0ca2
R-EXTRUDR-durapro-pa6-gf-TDS-en,Extrudr,TECHNICAL DATA SHEET DURAPRO PA6 GF,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/durapro-pa6-gf-TDS-en.pdf,Document / product page,G051-05,retrieved,Not applicable,bf89ec532b2cf0a9feac9303fe7c93248e950722b1438456cec7ae45faeb18ed
R-EXTRUDR-flex-medium-TDS-en,Extrudr,TECHNICAL DATA SHEET FLEX MEDIUM,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/flex-medium-TDS-en.pdf,Document / product page,G039-17,retrieved,Not applicable,c0a1d87330141c9599308d51b0672ad1edb8eff21ea36053fac96bfbc1f0d41b
R-EXTRUDR-flex-medium-esd-TDS-en,Extrudr,TECHNICAL DATA SHEET FLEX MEDIUM ESD,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/flex-medium-esd-TDS-en.pdf,Document / product page,G126-02,retrieved,Not applicable,cc0f627a49e085355aafb836cf356781a2c44b804d3209e64eaa020c4b642901
R-EXTRUDR-durapro-pa6-cf-TDS-en,Extrudr,TECHNICAL DATA SHEET DURAPRO PA6 CF,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/durapro-pa6-cf-TDS-en.pdf,Document / product page,G050-05,retrieved,Not applicable,d405addac27204e889ed7acca0f743ee93a16753ab55a6772171dfc1c8fc8aa6
R-EXTRUDR-durapro-pa12-cf-TDS-en,Extrudr,TECHNICAL DATA SHEET DURAPRO PA12 CF,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://s3.extrudr.com/extrudr-media/datasheets/tds/tds-en/durapro-pa12-cf-TDS-en.pdf,Document / product page,G053-04,retrieved,Not applicable,ef23d859937cb684bab979943dad1604fd19e55020c4fb51b011b26c95b01913
R-EXTRUDR-AIS,Extrudr,Additional Information Sheet,Not published,2024-09-04,2026-09-19,Manufacturer product page or guide,"One sheet for Extrudr's whole range: colours and FDA compliance, spool information, certifications, and how the values on every technical data sheet were measured.",corroboration,https://s3.extrudr.com/extrudr-media/datasheets/ais/extrudr-AIS-en.pdf,"Section 4, Test values and test specimen",M033 / G033-05; M088 / G088-03; M034 / G034-05; M018 / G018-07; M039 / G039-14; M129 / G129-02; M039 / G039-15; M031 / G031-07; M131 / G131-01; M020 / G020-17; M052 / G052-02; M039 / G039-16; M029 / G029-03; M095 / G095-02; M001 / G001-32; M001 / G001-33; M001 / G001-34; M027 / G027-11; M035 / G035-11; M001 / G001-35; M051 / G051-05; M039 / G039-17; M126 / G126-02; M050 / G050-05; M053 / G053-04,retrieved,Not applicable,624c091354123f45fef74b52e18ee77542e17f061f6e17b8fb305c4f6fcb2085
R-SUNLU-27be2474-b2dd-45b3-8a14-5f742b314e33,SUNLU,TECHNICAL DATA SHEET ISO Silk PLA+ Four-Color,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260330/27be2474-b2dd-45b3-8a14-5f742b314e33.pdf?filename=TDS,Document / product page,G008-04,retrieved,Not applicable,0049b4facf5ff87b0380109e7b4c5644ed2ec0cc2c7ae7beb7d5f7e606a324de
R-SUNLU-bbf6d99b-179f-4eee-a7d6-505d125658cd,SUNLU,TECHNICAL DATA SHEET ISO PLA Lite,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260423/bbf6d99b-179f-4eee-a7d6-505d125658cd.pdf?filename=TDS,Document / product page,G001-36,retrieved,Not applicable,026956efec70960e88eac19c404dc5029f35388eed3dafb26638abc4f0378cd5
R-SUNLU-56889371789540318047,SUNLU,文件编号 SL-TE-WI-170,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260916/56889371789540318047.pdf?filename=TDS,Document / product page,G008-05,retrieved,Not applicable,05905ccb757833a685563516d337fdbd5804d690ee041f84dcfd9f5d6bba2d62
R-SUNLU-30522971789539747056,SUNLU,文件编号 SL-TE-WI-164,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260916/30522971789539747056.pdf?filename=TDS,Document / product page,G020-18,retrieved,Not applicable,078860f565ca6586b313bd9ef777b516f298a5c17d29d57a1b9a748733bcf0a7
R-SUNLU-f27808f0-3a19-49e3-bd79-6e846d6f4c15,SUNLU,文件编号 SL-TE-WI-074,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260330/f27808f0-3a19-49e3-bd79-6e846d6f4c15.pdf?filename=TDS,Document / product page,G020-19,retrieved,Not applicable,08e386cd13004305dc7e0123ce1daa42d7e4fce46ce227f697b7374b86cdd056
R-SUNLU-25182761789529093884,SUNLU,文件编号 SL-TE-WI-136,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260916/25182761789529093884.pdf?filename=TDS,Document / product page,G082-04,retrieved,Not applicable,0dfe19aea957140cb70fed1d7b242c960ab7417125668b6f3e0d674024430879
R-SUNLU-73632671781747576290,SUNLU,TECHNICAL DATA SHEET ISO PLA,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260618/73632671781747576290.pdf?filename=TDS,Document / product page,G001-37,retrieved,Not applicable,13fac1b4645829b9e1c6f2bc9ef64d57742bdaf9c192f338ecc96cfd0dc93930
R-SUNLU-65301701781747847057,SUNLU,TECHNICAL DATA SHEET ISO PLA+,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260618/65301701781747847057.pdf?filename=TDS,Document / product page,G001-37,retrieved,Not applicable,1833d0910da27075d9dac2c44b60fc051786197a25d9ef8b0688d59fbf7e284b
R-SUNLU-b74bf860-1989-443e-b917-58f7a97096a0,SUNLU,TECHNICAL DATA SHEET ISO ABS-GF,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260414/b74bf860-1989-443e-b917-58f7a97096a0.pdf?filename=TDS,Document / product page,G028-04,retrieved,Not applicable,1a67c0c36fede8858a68ec18d3c07b0b56506a8efc26cfcef7259509829fd5b7
R-SUNLU-c7dd1bd8-a2c5-4908-bc1c-479ca23cbd3b,SUNLU,TECHNICAL DATA SHEET ISO TPU 90A,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260330/c7dd1bd8-a2c5-4908-bc1c-479ca23cbd3b.pdf?filename=TDS,Document / product page,G039-18,retrieved,Not applicable,1ec4d5c2bee6bfc2d7bc7b600cc80447fcdcec70391a4c77be4d8a1b402efda9
R-SUNLU-d7bcafe0-f102-4dcb-a87a-59f458f0358d,SUNLU,TECHNICAL DATA SHEET ISO PC/ABS,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260330/d7bcafe0-f102-4dcb-a87a-59f458f0358d.pdf?filename=TDS,Document / product page,G094-04,retrieved,Not applicable,21631f3193d547ef693726f70be5bb36c3abb385b3978470832bbb89e430593b
R-SUNLU-b129fd4c-7d50-46be-874e-84e0bb6ff1ae,SUNLU,TECHNICAL DATA SHEET ISO High Speed PLA,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260330/b129fd4c-7d50-46be-874e-84e0bb6ff1ae.pdf?filename=TDS,Document / product page,G001-38,retrieved,Not applicable,27059e4a61a2cb5e477d38e5550858d29ffe3c54ac7d6123ef5e1f29c25cc3ce
R-SUNLU-93d827f4-50e9-45b4-8b24-bf5ddaf8273f,SUNLU,TECHNICAL DATA SHEET ISO PA12-CF,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260330/93d827f4-50e9-45b4-8b24-bf5ddaf8273f.pdf?filename=TDS,Document / product page,G053-05,retrieved,Not applicable,2b8c38d54f96f102c76f6bc596f5a067fe4911d744ed79b468f467e8e9605280
R-SUNLU-23d648ce-7d03-45e3-a5db-ff13dda26c5d,SUNLU,TECHNICAL DATA SHEET ISO PLA-LW,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260413/23d648ce-7d03-45e3-a5db-ff13dda26c5d.pdf?filename=TDS,Document / product page,G017-05,retrieved,Not applicable,36cc3d5f082a77cc0d12b3d94e8eca2073f826a3683797410f08e2724cfe1e58
R-SUNLU-68c0ccf4-9059-4b50-ad40-95ba3634f0ae,SUNLU,TECHNICAL DATA SHEET ISO PA6-CF,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260330/68c0ccf4-9059-4b50-ad40-95ba3634f0ae.pdf?filename=TDS,Document / product page,G050-06,retrieved,Not applicable,3c9552022e6281990e72561484cc4c5fd85b5c04118df1d501c453dea22394e5
R-SUNLU-ddb6b06d-707f-4226-9c00-cc16ef778873,SUNLU,TECHNICAL DATA SHEET ISO PEEK,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260413/ddb6b06d-707f-4226-9c00-cc16ef778873.pdf?filename=TDS,Document / product page,G097-03,retrieved,Not applicable,46e1cfb74e3b80b8db8fecc25c6eeb0d5db034009000ae35ba5c6f47dca1c2dd
R-SUNLU-ef443c43-b15b-4242-8884-dcce385e8f02,SUNLU,TECHNICAL DATA SHEET ISO High Speed ABS,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260416/ef443c43-b15b-4242-8884-dcce385e8f02.pdf?filename=TDS,Document / product page,G027-12,retrieved,Not applicable,471ccb741b6a86c31d6c2f1f86011cb0845b9856a5900b80931559b800bea6a7
R-SUNLU-499dacc6-a1e4-4f81-b1ae-8bf1b8e424ec,SUNLU,TECHNICAL DATA SHEET ISO ABS,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://media.sunlu.com/prod/20260327/499dacc6-a1e4-4f81-b1ae-8bf1b8e424ec.pdf?filename=TDS,Document / product page,G027-13,retrieved,Not applicable,4aeab9573571c5a150fa5cab17b2f4908da369ba66dd7f0969780402dffc31c3
