MeasurementID,MaterialID,GradeID,Property,Raw value,Raw unit,Raw numeric,Raw uncertainty ±,Raw upper bound,Operator,Conversion factor,Normalized value,Normalized uncertainty ±,Normalized upper bound,Normalized unit,Data status,Specimen type,Direction,Moisture condition,Moisture state,Post-processing,Post-processing state,Anneal °C,Anneal h,Test temperature,Standard / load,Standards,Test load MPa,Notch,Specimen / print parameters,SourceID,Locator,Notes,Parse review
V003233,M070,G070-05,Flexural strength,95 MPa,MPa,95,Not applicable,Not applicable,=,1,95,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-HTN-TDS-v2,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003234,M070,G070-05,Flexural modulus,7895 MPa,MPa,7895,Not applicable,Not applicable,=,0.001,7.895,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-HTN-TDS-v2,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003235,M070,G070-05,Glass transition temperature,125 °C,°C,125,Not applicable,Not applicable,=,1,125,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Not published,Not published,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-HTN-TDS-v2,p. 1: Glass Transition Temperature DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003236,M070,G070-05,HDT,240 °C,°C,240,Not applicable,Not applicable,=,1,240,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-CarbonX-CF-HTN-TDS-v2,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003237,M070,G070-05,Melting temperature,265 °C,°C,265,Not applicable,Not applicable,=,1,265,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Tm DSC °C,DSC,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF-HTN-TDS-v2,p. 1: Melt Temperature (Tm) DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003238,M119,G119-01,Density,1.15 g/cc,g/cc,1.15,Not applicable,Not applicable,=,1000,1150,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PCASA-TDS-v3,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003239,M119,G119-01,Tensile break strength,55 MPa,MPa,55,Not applicable,Not applicable,=,1,55,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PCASA-TDS-v3,"p. 1: Tensile Strength, Break ISO 527 MPa","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003240,M119,G119-01,Tensile modulus,2100 MPa,MPa,2100,Not applicable,Not applicable,=,0.001,2.1,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PCASA-TDS-v3,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003241,M119,G119-01,Elongation at break,35 %,%,35,Not applicable,Not applicable,=,1,35,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PCASA-TDS-v3,"p. 1: Tensile Elongation, Break ISO 527 %","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003242,M119,G119-01,Flexural strength,85 MPa,MPa,85,Not applicable,Not applicable,=,1,85,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PCASA-TDS-v3,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003243,M119,G119-01,Flexural modulus,2205 MPa,MPa,2205,Not applicable,Not applicable,=,0.001,2.205,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PCASA-TDS-v3,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003244,M119,G119-01,Glass transition temperature,126 °C,°C,126,Not applicable,Not applicable,=,1,126,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Tg DSC °C,DSC,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PCASA-TDS-v3,p. 1: Glass Transition Temperature (Tg) DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003245,M119,G119-01,HDT,112 °C,°C,112,Not applicable,Not applicable,=,1,112,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-3DXMAX-PCASA-TDS-v3,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003246,M120,G120-01,Density,1.84 g/cc,g/cc,1.84,Not applicable,Not applicable,=,1000,1840,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PVDF-v3-TDS,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003247,M120,G120-01,Tensile break strength,55 MPa,MPa,55,Not applicable,Not applicable,=,1,55,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PVDF-v3-TDS,"p. 1: Tensile Strength, Break ISO 527 MPa","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003248,M120,G120-01,Tensile modulus,2635 MPa,MPa,2635,Not applicable,Not applicable,=,0.001,2.635,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PVDF-v3-TDS,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003249,M120,G120-01,Elongation at break,10 %,%,10,Not applicable,Not applicable,=,1,10,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PVDF-v3-TDS,"p. 1: Tensile Elongation, Break ISO 527 %","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003250,M120,G120-01,Flexural strength,55 MPa,MPa,55,Not applicable,Not applicable,=,1,55,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PVDF-v3-TDS,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003251,M120,G120-01,Flexural modulus,1900 MPa,MPa,1900,Not applicable,Not applicable,=,0.001,1.9,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PVDF-v3-TDS,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003252,M120,G120-01,Glass transition temperature,158 °C,°C,158,Not applicable,Not applicable,=,1,158,Not applicable,Not applicable,°C,Published value (physically implausible),Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Tg DSC °C,DSC,Not applicable,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PVDF-v3-TDS,p. 1: Glass Transition Temperature (Tg) DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). The sheet prints 158 C as the glass transition. PVDF's is about -35 C; 158 is near its melting point of 177. The number is kept as printed and backs no headline, estimate or bound.",Not applicable
V003253,M120,G120-01,HDT,177 °C,°C,177,Not applicable,Not applicable,=,1,177,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-3DXSTAT-ESD-PVDF-v3-TDS,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003254,M121,G121-01,Density,1.3 g/cc,g/cc,1.3,Not applicable,Not applicable,=,1000,1300,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003255,M121,G121-01,Tensile strength (endpoint unspecified),74 MPa,MPa,74,Not applicable,Not applicable,=,1,74,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,p. 1: Tensile Strength ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003256,M121,G121-01,Tensile modulus,2950 MPa,MPa,2950,Not applicable,Not applicable,=,0.001,2.95,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003257,M121,G121-01,Elongation at break,6 %,%,6,Not applicable,Not applicable,=,1,6,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 % ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,p. 1: Tensile Elongation ISO 527 %,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003258,M121,G121-01,Flexural strength,110 MPa,MPa,110,Not applicable,Not applicable,=,1,110,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003259,M121,G121-01,Flexural modulus,2856 MPa,MPa,2856,Not applicable,Not applicable,=,0.001,2.856,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003260,M121,G121-01,Glass transition temperature,247 °C,°C,247,Not applicable,Not applicable,=,1,247,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Not published,Not published,Not applicable,Not applicable,Not published,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,p. 1: Glass Transition Temperature DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003261,M121,G121-01,HDT,237 °C,°C,237,Not applicable,Not applicable,=,1,237,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003262,M035,G035-05,Density,1.2 g/cc,g/cc,1.2,Not applicable,Not applicable,=,1000,1200,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PC-TDS-v3,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003263,M035,G035-05,Tensile break strength,62 MPa,MPa,62,Not applicable,Not applicable,=,1,62,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PC-TDS-v3,"p. 1: Tensile Strength, Break ISO 527 MPa","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003264,M035,G035-05,Tensile modulus,2410 MPa,MPa,2410,Not applicable,Not applicable,=,0.001,2.41,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PC-TDS-v3,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003265,M035,G035-05,Elongation at break,7 %,%,7,Not applicable,Not applicable,=,1,7,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PC-TDS-v3,"p. 1: Tensile Elongation, Break ISO 527 %","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003266,M035,G035-05,Flexural strength,78 MPa,MPa,78,Not applicable,Not applicable,=,1,78,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PC-TDS-v3,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003267,M035,G035-05,Flexural modulus,2200 MPa,MPa,2200,Not applicable,Not applicable,=,0.001,2.2,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PC-TDS-v3,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003268,M035,G035-05,Glass transition temperature,147 °C,°C,147,Not applicable,Not applicable,=,1,147,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Tg DSC °C,DSC,Not applicable,Not applicable,Not published,X-ECOMAX-3DXMAX-PC-TDS-v3,p. 1: Glass Transition Temperature (Tg) DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003269,M035,G035-05,HDT,135 °C,°C,135,Not applicable,Not applicable,=,1,135,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-3DXMAX-PC-TDS-v3,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003270,M122,G122-01,Density,1.33 g/cc,g/cc,1.33,Not applicable,Not applicable,=,1000,1330,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003271,M122,G122-01,Tensile break strength,126 MPa,MPa,126,Not applicable,Not applicable,=,1,126,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,"p. 1: Tensile Strength, Break ISO 527 MPa","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003272,M122,G122-01,Tensile modulus,9125 MPa,MPa,9125,Not applicable,Not applicable,=,0.001,9.125,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003273,M122,G122-01,Elongation at break,3.15 %,%,3.15,Not applicable,Not applicable,=,1,3.15,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,"p. 1: Tensile Elongation, Break ISO 527 %","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003274,M122,G122-01,Flexural strength,178 MPa,MPa,178,Not applicable,Not applicable,=,1,178,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003275,M122,G122-01,Flexural modulus,8817 MPa,MPa,8817,Not applicable,Not applicable,=,0.001,8.817,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003276,M122,G122-01,Glass transition temperature,165 °C,°C,165,Not applicable,Not applicable,=,1,165,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Not published,Not published,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,p. 1: Glass Transition Temperature DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003277,M122,G122-01,Melting temperature,305 °C,°C,305,Not applicable,Not applicable,=,1,305,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,Tm DSC °C,DSC,Not applicable,Not applicable,Not published,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,p. 1: Melt Temperature (Tm) DSC °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003278,M122,G122-01,HDT,285 °C,°C,285,Not applicable,Not applicable,=,1,285,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,0.45°C,0.45 °C ISO 75,ISO 75,0.45,Not applicable,Not published,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,p. 1: Deflection Temperature at 0.45 ISO 75 °C,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003279,M028,G028-03,Density,1.15 g/cc,g/cc,1.15,Not applicable,Not applicable,=,1000,1150,Not applicable,Not applicable,kg/m³,Published value,Printed specimen,Not applicable,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,1183 g/cc ISO 1183,ISO 1183,Not applicable,Not applicable,Not published,X-ECOMAX-FIBREX-GF-ABS-TDS-v1,p. 1: Density ISO 1183 g/cc,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003280,M028,G028-03,Tensile break strength,68 MPa,MPa,68,Not applicable,Not applicable,=,1,68,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-FIBREX-GF-ABS-TDS-v1,"p. 1: Tensile Strength, Break ISO 527 MPa","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003281,M028,G028-03,Tensile modulus,4210 MPa,MPa,4210,Not applicable,Not applicable,=,0.001,4.21,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,527 MPa ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-FIBREX-GF-ABS-TDS-v1,p. 1: Tensile Modulus ISO 527 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003282,M028,G028-03,Elongation at break,2 %,%,2,Not applicable,Not applicable,=,1,2,Not applicable,Not applicable,%,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ISO 527,ISO 527,Not applicable,Not applicable,Not published,X-ECOMAX-FIBREX-GF-ABS-TDS-v1,"p. 1: Tensile Elongation, Break ISO 527 %","Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003283,M028,G028-03,Flexural strength,70 MPa,MPa,70,Not applicable,Not applicable,=,1,70,Not applicable,Not applicable,MPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-FIBREX-GF-ABS-TDS-v1,p. 1: Flexural Strength ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
V003284,M028,G028-03,Flexural modulus,4420 MPa,MPa,4420,Not applicable,Not applicable,=,0.001,4.42,Not applicable,Not applicable,GPa,Published value,Printed specimen,XY,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,178 MPa ISO 178,ISO 178,Not applicable,Not applicable,Not published,X-ECOMAX-FIBREX-GF-ABS-TDS-v1,p. 1: Flexural Modulus ISO 178 MPa,"Added 2026-09-18 (m56-batch-b03-3dxtech): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).",Not applicable
