check,level,severity,materialId,material,gradeId,measurementIds,property,value,expected,sourceId,locator,detail
C8-implied-bound-not-a-bound,screening,low,M094,PC-ABS,G094-02,V001565,tensileStrengthXY,veto at >= 40.9 MPa (Tensile strength (endpoint unspecified) 39.9),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,p. 4: Tensile strength (X-Y),uses the top of the ± interval (40.9) rather than the value 39.9
C8-implied-bound-not-a-bound,screening,low,M094,PC-ABS,G094-02,V001566,tensileStrengthXY,veto at >= 24.099999999999998 MPa (Tensile strength (endpoint unspecified) 22.9),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,p. 4: Tensile strength (Z),uses the top of the ± interval (24.099999999999998) rather than the value 22.9
C9-screen-range-narrow-vs-physics,screening,medium,M008,PLA Silk,G008-01,,elongationXY,screen 0.783-12 %; ownShare 0; 0 evidence items,envelope 0.24-90,,,"screens '>=' requirements above 12 and '<=' requirements below 0.783 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,medium,M056,PA66-CF,Not published,,elongationXY,screen 2.8-16.1 %; ownShare 0; 0 evidence items,envelope 1-20,,,"screens '<=' requirements below 2.8 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,medium,M086,OBC,G086-01,,tensileModulusXY,screen 0.00671-2.75 GPa; ownShare 0; 0 evidence items,envelope 0.002-0.15,,,"screens '<=' requirements below 0.00671 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,medium,M091,CoPE,G091-02,,elongationXY,screen 3.33-59.2 %; ownShare 0; 0 evidence items,envelope 2-300,,,"screens '>=' requirements above 59.2 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M049,PA6,G049-01,,elongationXY,screen 9.53-84.4 %; ownShare 0.36; 1 evidence items,envelope 4-350,,,"screens '>=' requirements above 84.4 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M052,PA12,G052-01,,elongationXY,screen 3.72-47.1 %; ownShare 0.14; 2 evidence items,envelope 4-400,,,"screens '>=' requirements above 47.1 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M055,PA66,Not published,,elongationXY,screen 7.31-40.5 %; ownShare 0.14; 1 evidence items,envelope 3-300,,,"screens '>=' requirements above 40.5 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M055,PA66,Not published,,hdt045,screen 57.7-190 °C; ownShare 0.33; 1 evidence items,envelope 65-240,,,"screens '>=' requirements above 190 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M058,PA612,Not published,,elongationXY,screen 7.6-33.6 %; ownShare 0.1; 1 evidence items,envelope 4-300,,,"screens '>=' requirements above 33.6 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
D1-explore-kept-by-policy,screening,low,M040,TPU for AMS,G040-01,V000779,elongationXY,650,"envelope 100-1100 fails >= 2240 (worst margin x2.04, 3 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 650 to null % straddles the threshold
D1-explore-kept-by-policy,screening,low,M041,TPU 95A HF,G041-01,V000795,elongationXY,650,"envelope 100-1100 fails >= 2240 (worst margin x2.04, 3 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 650 to null % straddles the threshold
D1-explore-kept-by-policy,screening,low,M042,TPU 90A,G042-01,V000814,elongationXY,650,"envelope 100-1100 fails >= 2240 (worst margin x2.04, 3 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 650 to null % straddles the threshold
D1-explore-kept-by-policy,screening,low,M043,TPU 85A,G043-01,V000830,elongationXY,700,"envelope 100-1100 fails >= 2240 (worst margin x2.04, 3 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 700 to null % straddles the threshold
D1-explore-kept-by-policy,screening,low,M045,PEBA,G045-01,V000845,elongationXY,520,"envelope 150-1000 fails >= 2240 (worst margin x2.24, 5 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 520 to null % straddles the threshold
D1-explore-kept-envelope-fails,screening,medium,M001,PLA,G001-01,V002179,tensileStrengthXY,est 48.8-65.2 pl 46.9-67.8 screen 46.9-67.8,"envelope 25-75 fails >= 143 (worst margin x1.9, 33 thresholds)",,,"estimate vetoed by implied bound; status UNKNOWN; Not published. Estimated 48.8 to 65.2 MPa would fail, but its own Tensile strength (endpoint unspecified) V002179 (144.7 MPa) bounds it from below and meets the"
D1-explore-kept-envelope-fails,screening,medium,M038,PC-GF,G038-01,,tensileModulusXY,est 1.84-3 pl 1.67-3.31 screen 1.67-3.31,"envelope 2.5-9 fails <= 1.76 (worst margin x1.42, 15 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.84 to 3 GPa (plausibly 1.67 to 3.31); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M040,TPU for AMS,G040-01,V000775,tensileModulusXY,1.19,"envelope 0.003-0.45 fails >= 1.18 (worst margin x2.61, 25 thresholds)",,,known; status PASS; Published 1.19 GPa (XY)
D1-explore-kept-envelope-fails,screening,medium,M046,TPC / TPEE,G046-01,,tensileModulusXY,est 0.00938-0.106 pl 0.00568-0.175 screen 0.00568-0.175,"envelope 0.02-1 fails <= 0.00784 (worst margin x2.55, 3 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 0.00938 to 0.106 GPa (plausibly 0.00568 to 0.175); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M049,PA6,G049-01,,tensileStrengthXY,est 66.3-112 pl 61.7-121 screen 61.7-121,"envelope 35-90 fails >= 120 (worst margin x1.33, 12 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 66.3 to 112 MPa (plausibly 61.7 to 121); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M052,PA12,G052-01,,tensileModulusXY,est 1.29-2.64 pl 1.11-3.06 screen 1.11-3.06,"envelope 0.9-2.1 fails >= 3 (worst margin x1.43, 17 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.29 to 2.64 GPa (plausibly 1.11 to 3.06); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M052,PA12,G052-01,,tensileStrengthXY,est 39.4-80.5 pl 35.6-88.9 screen 35.6-97.6,"envelope 30-62 fails >= 96.9 (worst margin x1.56, 28 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 39.4 to 80.5 MPa would fail, but the family model alone (35.6 to 97.6 MPa) could meet it, and this estimate class is not certified to s"
D1-explore-kept-envelope-fails,screening,medium,M066,PET,G066-01,,hdt045,est 71.2-109 pl 53.5-132 screen 53.5-132,"envelope 63-90 fails >= 130 (worst margin x1.44, 25 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 71.2 to 109 °C (plausibly 53.5 to 132); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M067,PET-CF,G067-01,V001270,hdt045,205,"envelope 65-100 fails >= 194 (worst margin x1.94, 42 thresholds)",,,known; status PASS; Published 205 °C
D1-explore-kept-envelope-fails,screening,medium,M073,PPS-CF,G073-01,V001359,hdt045,264,"envelope 90-140 fails >= 260 (worst margin x1.86, 27 thresholds)",,,known; status PASS; Published 264 °C
D1-explore-kept-envelope-fails,screening,medium,M074,PPS-GF,G074-01,V001378,hdt045,241,"envelope 90-140 fails >= 240 (worst margin x1.71, 23 thresholds)",,,known; status PASS; Published 241 °C
D1-explore-kept-envelope-fails,screening,medium,M076,BVOH,G076-01,,hdt045,est 54.7-117 pl 46.6-158 screen 46.6-158,"envelope 45-80 fails >= 155 (worst margin x1.94, 42 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 54.7 to 117 °C (plausibly 46.6 to 158); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M085,PE,G085-01,,tensileModulusXY,est 2.97-7.41 pl 2.46-8.94 screen 2.46-8.94,"envelope 0.1-6 fails >= 8.26 (worst margin x1.38, 7 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 2.97 to 7.41 GPa (plausibly 2.46 to 8.94); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M085,PE,G085-01,,tensileStrengthXY,est 21.5-54.1 pl 18.9-61.5 screen 18.9-61.5,"envelope 6.4-45.5 fails >= 61.2 (worst margin x1.35, 12 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 21.5 to 54.1 MPa (plausibly 18.9 to 61.5); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M085,PE,G085-01,,hdt045,est 52.2-124 pl 45.7-134 screen 45.7-134,"envelope 40-90 fails >= 133 (worst margin x1.47, 26 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 52.2 to 124 °C (plausibly 45.7 to 134); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M086,OBC,G086-01,,tensileModulusXY,est 0.0161-1.14 pl 0.00671-2.75 screen 0.00671-2.75,"envelope 0.002-0.15 fails >= 2.7 (worst margin x18, 63 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 0.0161 to 1.14 GPa (plausibly 0.00671 to 2.75); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M087,POM / Acetal,G087-02,,hdt045,est 77.8-151 pl 52-163 screen 46.8-163,"envelope 90-170 fails <= 48 (worst margin x1.87, 33 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 77.8 to 151 °C would fail, but the family model alone (46.8 to 163 °C) could meet it, and this estimate class is not certified to scree"
D1-explore-kept-envelope-fails,screening,medium,M089,CPE,G089-01,,tensileModulusXY,est 1.49-3.27 pl 1.27-3.84 screen 1.27-3.84,"envelope 1.1-2.8 fails >= 3.67 (worst margin x1.31, 10 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.49 to 3.27 GPa (plausibly 1.27 to 3.84); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M001,PLA,G001-01,V000008,hdt045,80,"envelope 49-66 fails >= 80 (worst margin x1.21, 11 thresholds)",,,known; status PASS; Published 80 °C
D1-explore-kept-envelope-fails,screening,low,M008,PLA Silk,G008-01,,hdt045,est 51.4-65.5 pl 45.1-71.3 screen 45.1-71.3,"envelope 49-66 fails >= 70.6 (worst margin x1.07, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 51.4 to 65.5 °C (plausibly 45.1 to 71.3); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M008,PLA Silk,G008-01,,hdt045,est 51.4-65.5 pl 45.1-71.3 screen 45.1-71.3,"envelope 49-66 fails <= 48 (worst margin x1.02, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 51.4 to 65.5 °C (plausibly 45.1 to 71.3); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M021,PETG Basic,G021-01,V000431,tensileModulusXY,2.78,"envelope 1.1-2.6 fails >= 2.8 (worst margin x1.08, 4 thresholds)",,,known; status INDETERMINATE; Reported 2.78 ± 0.065 GPa straddles the threshold
D1-explore-kept-envelope-fails,screening,low,M025,PETG-GF,G025-02,,hdt045,est 63.1-83.1 pl 52.1-92.3 screen 52.1-92.3,"envelope 62-95 fails <= 53.9 (worst margin x1.15, 6 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 63.1 to 83.1 °C (plausibly 52.1 to 92.3); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M029,ABS-CF,G029-01,V000594,hdt045,76,"envelope 82-118 fails <= 76.4 (worst margin x1.07, 8 thresholds)",,,known; status PASS; Published 76 °C
D1-explore-kept-envelope-fails,screening,low,M033,ASA-CF,G033-01,V000653,density,1020,"envelope 1040-1250 fails <= 1020 (worst margin x1.02, 4 thresholds)",,,known; status PASS; Published 1020 kg/m³
D1-explore-kept-envelope-fails,screening,low,M038,PC-GF,G038-01,,density,est 1150-1330 pl 1110-1370 screen 1110-1370,"envelope 1240-1500 fails <= 1110 (worst margin x1.12, 31 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1150 to 1330 kg/m³ (plausibly 1110 to 1370); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M038,PC-GF,G038-01,V000740,tensileStrengthXY,40,"envelope 40-110 fails <= 39.2 (worst margin x1.02, 1 thresholds)",,,known; status INDETERMINATE; Reported 40 ± 3 MPa straddles the threshold
D1-explore-kept-envelope-fails,screening,low,M038,PC-GF,G038-01,,hdt045,est 115-146 pl 96.2-158 screen 96.2-158,"envelope 115-160 fails <= 96.9 (worst margin x1.19, 12 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 115 to 146 °C (plausibly 96.2 to 158); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M046,TPC / TPEE,G046-01,,elongationXY,est 174-1140 pl 119-1650 screen 119-1650,"envelope 80-900 fails >= 1120 (worst margin x1.25, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 174 to 1140 % (plausibly 119 to 1650); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M049,PA6,G049-01,V000917,density,1250,"envelope 1110-1180 fails >= 1250 (worst margin x1.06, 15 thresholds)",,,known; status PASS; Published 1250 kg/m³
D1-explore-kept-envelope-fails,screening,low,M049,PA6,G049-01,,tensileModulusXY,est 1.76-3.83 pl 1.5-4.5 screen 1.5-4.5,"envelope 1-3.5 fails >= 4.5 (worst margin x1.29, 9 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.76 to 3.83 GPa (plausibly 1.5 to 4.5); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M050,PA6-CF,G050-01,V000922,density,1090,"envelope 1120-1330 fails <= 1090 (worst margin x1.03, 7 thresholds)",,,known; status PASS; Published 1090 kg/m³
D1-explore-kept-envelope-fails,screening,low,M051,PA6-GF,G051-01,V000943,density,1140,"envelope 1160-1450 fails <= 1140 (worst margin x1.02, 6 thresholds)",,,known; status PASS; Published 1140 kg/m³
D1-explore-kept-envelope-fails,screening,low,M052,PA12,G052-01,,density,est 1040-1180 pl 1010-1210 screen 1010-1210,"envelope 990-1040 fails >= 1210 (worst margin x1.16, 40 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1040 to 1180 kg/m³ (plausibly 1010 to 1210); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M052,PA12,G052-01,,elongationXY,est 5.33-32.9 pl 3.72-47.1 screen 3.72-47.1,"envelope 4-400 fails <= 3.92 (worst margin x1.02, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 5.33 to 32.9 % (plausibly 3.72 to 47.1); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M052,PA12,G052-01,,hdt045,est 76.5-113 pl 56.9-136 screen 49.5-147,"envelope 60-165 fails <= 50 (worst margin x1.2, 4 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 76.5 to 113 °C would fail, but the family model alone (49.5 to 147 °C) could meet it, and this estimate class is not certified to scree"
D1-explore-kept-envelope-fails,screening,low,M053,PA12-CF,G053-01,V001002,tensileStrengthXY,est 68.2-91.1 pl 65.5-94.8 screen 65.5-94.8,"envelope 40-120 fails >= 122 (worst margin x1.02, 1 thresholds)",,,"estimate vetoed by implied bound; status UNKNOWN; Not published. Estimated 68.2 to 91.1 MPa would fail, but its own Tensile break strength V001002 (125 MPa) bounds it from below and meets the requirement, so it"
D1-explore-kept-envelope-fails,screening,low,M054,PA12-GF,G054-01,,tensileStrengthXY,est 72.5-97.3 pl 69.6-102 screen 69.6-102,"envelope 35-100 fails >= 102 (worst margin x1.02, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 72.5 to 97.3 MPa (plausibly 69.6 to 102); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M055,PA66,Not published,,density,est 1050-1170 pl 1020-1200 screen 1020-1200,"envelope 1120-1170 fails >= 1200 (worst margin x1.03, 8 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1050 to 1170 kg/m³ (plausibly 1020 to 1200); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M055,PA66,Not published,,density,est 1050-1170 pl 1020-1200 screen 1020-1200,"envelope 1120-1170 fails <= 1020 (worst margin x1.1, 21 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1050 to 1170 kg/m³ (plausibly 1020 to 1200); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M055,PA66,Not published,,hdt045,est 106-158 pl 75.6-190 screen 57.7-190,"envelope 65-240 fails <= 58.8 (worst margin x1.11, 7 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 106 to 158 °C would fail, but the family model alone (57.7 to 190 °C) could meet it, and this estimate class is not certified to screen"
D1-explore-kept-envelope-fails,screening,low,M056,PA66-CF,Not published,,density,est 1050-1190 pl 1020-1220 screen 1020-1220,"envelope 1140-1350 fails <= 1020 (worst margin x1.12, 26 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1050 to 1190 kg/m³ (plausibly 1020 to 1220); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M056,PA66-CF,Not published,,hdt045,est 214-258 pl 176-264 screen 176-264,"envelope 170-255 fails >= 260 (worst margin x1.02, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 214 to 258 °C (plausibly 176 to 264); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M058,PA612,Not published,,density,est 1020-1110 pl 1000-1130 screen 1000-1130,"envelope 1040-1080 fails >= 1130 (worst margin x1.05, 11 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1020 to 1110 kg/m³ (plausibly 1000 to 1130); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M058,PA612,Not published,,density,est 1020-1110 pl 1000-1130 screen 1000-1130,"envelope 1040-1080 fails <= 1000 (worst margin x1.04, 8 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1020 to 1110 kg/m³ (plausibly 1000 to 1130); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M058,PA612,Not published,,tensileModulusXY,est 1.47-2.74 pl 1.29-3.11 screen 1.29-3.11,"envelope 1.1-2.6 fails >= 3 (worst margin x1.15, 7 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.47 to 2.74 GPa (plausibly 1.29 to 3.11); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M058,PA612,Not published,,tensileStrengthXY,est 46.8-72 pl 44.1-76.5 screen 44.1-81.9,"envelope 35-72 fails >= 81.9 (worst margin x1.14, 10 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 46.8 to 72 MPa would fail, but the family model alone (44.1 to 81.9 MPa) could meet it, and this estimate class is not certified to scr"
D1-explore-kept-envelope-fails,screening,low,M059,PA612-CF,G059-01,V001052,density,1030,"envelope 1040-1260 fails <= 1030 (worst margin x1.01, 2 thresholds)",,,known; status PASS; Published 1030 kg/m³
D1-explore-kept-envelope-fails,screening,low,M060,PA612-GF,Not published,,density,est 1070-1180 pl 1050-1210 screen 1050-1210,"envelope 1100-1380 fails <= 1050 (worst margin x1.05, 10 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1070 to 1180 kg/m³ (plausibly 1050 to 1210); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M060,PA612-GF,Not published,,hdt045,est 164-208 pl 134-217 screen 134-217,"envelope 130-212 fails >= 216 (worst margin x1.02, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 164 to 208 °C (plausibly 134 to 217); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M064,PA-ESD,G064-01,,tensileModulusXY,est 4.87-10.3 pl 4.18-11.9 screen 4.18-11.9,"envelope 0.81-10.8 fails >= 11.2 (worst margin x1.04, 3 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 4.87 to 10.3 GPa (plausibly 4.18 to 11.9); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M066,PET,G066-01,,tensileModulusXY,est 1.9-3.86 pl 1.65-4.46 screen 1.65-4.46,"envelope 1.6-3.6 fails >= 4.28 (worst margin x1.19, 6 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.9 to 3.86 GPa (plausibly 1.65 to 4.46); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M066,PET,G066-01,,hdt045,est 71.2-109 pl 53.5-132 screen 53.5-132,"envelope 63-90 fails <= 53.9 (worst margin x1.17, 7 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 71.2 to 109 °C (plausibly 53.5 to 132); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M073,PPS-CF,G073-01,V001353,density,1260,"envelope 1290-1520 fails <= 1260 (worst margin x1.02, 8 thresholds)",,,known; status PASS; Published 1260 kg/m³
D1-explore-kept-envelope-fails,screening,low,M074,PPS-GF,G074-01,V001374,density,1360,"envelope 1380-1750 fails <= 1370 (worst margin x1.01, 3 thresholds)",,,known; status PASS; Published 1360 kg/m³
D1-explore-kept-envelope-fails,screening,low,M076,BVOH,G076-01,,tensileModulusXY,est 2.01-4.89 pl 1.67-5.87 screen 1.67-5.87,"envelope 1-4 fails >= 4.59 (worst margin x1.15, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 2.01 to 4.89 GPa (plausibly 1.67 to 5.87); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M081,HIPS,G081-01,,tensileStrengthXY,est 35.7-48 pl 34.3-50 screen 34.3-50,"envelope 14-42 fails >= 50 (worst margin x1.19, 9 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 35.7 to 48 MPa (plausibly 34.3 to 50); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M082,PP,G082-01,,tensileStrengthXY,est 34.1-46.8 pl 32.6-48.9 screen 32.6-48.9,"envelope 7.2-44 fails >= 46.4 (worst margin x1.05, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 34.1 to 46.8 MPa (plausibly 32.6 to 48.9); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M083,PP-CF,G083-01,,tensileStrengthXY,est 68.1-91.7 pl 65.4-95.5 screen 65.4-95.5,"envelope 20-75 fails >= 95 (worst margin x1.27, 16 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 68.1 to 91.7 MPa (plausibly 65.4 to 95.5); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M084,PP-GF,G084-01,,tensileStrengthXY,est 56.4-75.9 pl 54.1-79.1 screen 54.1-79.1,"envelope 20-75 fails >= 78 (worst margin x1.04, 2 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 56.4 to 75.9 MPa (plausibly 54.1 to 79.1); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M086,OBC,G086-01,,tensileStrengthXY,est 13.4-24.6 pl 12.4-26.7 screen 12.4-26.7,"envelope 2-25 fails >= 25.5 (worst margin x1.02, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 13.4 to 24.6 MPa (plausibly 12.4 to 26.7); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M089,CPE,G089-01,,tensileStrengthXY,est 43.7-69.4 pl 41-74 screen 41-74,"envelope 28-70 fails >= 73.4 (worst margin x1.05, 4 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 43.7 to 69.4 MPa (plausibly 41 to 74); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M090,CPE-CF,G090-01,V001676,density,1160,"envelope 1170-1400 fails <= 1160 (worst margin x1.01, 2 thresholds)",,,known; status PASS; Published 1160 kg/m³ (unknown)
D1-explore-kept-envelope-fails,screening,low,M090,CPE-CF,G090-01,,elongationXY,est 8.3-29.7 pl 6.46-38.1 screen 6.46-38.1,"envelope 0.8-25 fails >= 30.6 (worst margin x1.22, 3 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 8.3 to 29.7 % (plausibly 6.46 to 38.1); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M090,CPE-CF,G090-01,,hdt045,est 58-93.2 pl 47.2-108 screen 46.2-112,"envelope 62-110 fails >= 110 (worst margin x1, 1 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 58 to 93.2 °C would fail, but the family model alone (46.2 to 112 °C) could meet it, and this estimate class is not certified to screen"
D1-explore-kept-envelope-fails,screening,low,M090,CPE-CF,G090-01,,hdt045,est 58-93.2 pl 47.2-108 screen 46.2-112,"envelope 62-110 fails <= 48 (worst margin x1.29, 9 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 58 to 93.2 °C (plausibly 47.2 to 108); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M091,CoPE,G091-02,,hdt045,est 54.8-71.1 pl 47.6-81.6 screen 47.6-81.6,"envelope 60-105 fails <= 48 (worst margin x1.25, 6 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 54.8 to 71.1 °C (plausibly 47.6 to 81.6); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M092,nGen / Amphora,G092-01,,density,est 1140-1240 pl 1120-1260 screen 1100-1480,"envelope 1150-1330 fails >= 1480 (worst margin x1.11, 23 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1140 to 1240 kg/m³ would fail, but the family model alone (1100 to 1480 kg/m³) could meet it, and this estimate class is not certified "
D1-explore-kept-envelope-fails,screening,low,M092,nGen / Amphora,G092-01,,density,est 1140-1240 pl 1120-1260 screen 1100-1480,"envelope 1150-1330 fails <= 1100 (worst margin x1.05, 13 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1140 to 1240 kg/m³ would fail, but the family model alone (1100 to 1480 kg/m³) could meet it, and this estimate class is not certified "
D1-explore-kept-envelope-fails,screening,low,M092,nGen / Amphora,G092-01,,hdt045,est 57.5-78.1 pl 48.6-91.2 screen 48.6-91.2,"envelope 60-105 fails <= 49 (worst margin x1.22, 5 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 57.5 to 78.1 °C (plausibly 48.6 to 91.2); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,low,M093,PVB,G093-01,,tensileStrengthXY,est 41.8-61.4 pl 39.6-64.7 screen 39.6-64.7,"envelope 20-60 fails >= 63.2 (worst margin x1.05, 3 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 41.8 to 61.4 MPa (plausibly 39.6 to 64.7); possible, but never enough to pass"
